activity,bwd_init_win_bytes,bwd_packets_IAT_mode,bwd_packets_IAT_total,bwd_packets_rate,bwd_psh_flag_percentage_in_bwd_packets,bwd_rst_flag_counts,bwd_rst_flag_percentage_in_total,fwd_init_win_bytes,fwd_max_header_bytes,fwd_mean_header_bytes,fwd_median_header_bytes,fwd_min_header_bytes,fwd_mode_header_bytes,fwd_packets_IAT_max,fwd_packets_IAT_mean,fwd_packets_IAT_median,fwd_packets_IAT_min,fwd_packets_IAT_mode,fwd_packets_IAT_total,fwd_packets_rate,fwd_psh_flag_percentage_in_fwd_packets,fwd_syn_flag_percentage_in_fwd_packets,fwd_syn_flag_percentage_in_total,fwd_total_header_bytes,label,max_header_bytes,mean_header_bytes,median_header_bytes,min_header_bytes,mode_header_bytes,packet_IAT_max,packet_IAT_min,packet_IAT_total,packets_IAT_mean,packets_IAT_median,packets_IAT_mode,packets_rate,rst_flag_counts,rst_flag_percentage_in_total,syn_flag_percentage_in_total,total_header_bytes
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,1024,24,24.0,24.0,24,24.0,1702931500.0,1702931500.0,1702931500.0,1702931500.0,1702931500.0,1702931500.0,0.0,0.0,1.0,1.0,24,Attack,24,24.0,24.0,24,24.0,1702931500.0,1702931500.0,1702931500.0,1702931500.0,1702931500.0,1702931500.0,0.0,0,0.0,1.0,24
Attack-TCP-Flag-ACK-PSH,62592,0.11,0.11004402,18.174176,0.0,1,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Attack,20,20.0,20.0,20,20.0,0.11004402,0.11004402,0.11004402,0.11,0.11,0.11,18.174176,1,0.5,0.0,40
Attack-TCP-Flag-ACK-PSH,0,1702932000.0,1702932000.0,6586.059,0.0,1,0.5,8194,32,32.0,32.0,32,32.0,1702932000.0,1702932000.0,1702932000.0,1702932000.0,1702932000.0,1702932000.0,6551.9594,0.0,1.0,0.5,32,Attack,32,26.0,26.0,20,20.0,0.02096802,0.02096802,0.02096802,0.021,0.021,0.021,1318.0133,1,0.5,0.5,52
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,0,20,20.0,20.0,20,20.0,1702931600.0,1702931600.0,1702931600.0,1702931600.0,1702931600.0,1702931600.0,0.0,0.0,0.0,0.0,20,Attack,20,20.0,20.0,20,20.0,1702931600.0,1702931600.0,1702931600.0,1702931600.0,1702931600.0,1702931600.0,0.0,1,1.0,0.0,20
Attack-TCP-Flag-ACK-PSH,0,1702932500.0,1702932500.0,9800.747,0.0,1,0.5,1024,32,32.0,32.0,32,32.0,1702932500.0,1702932500.0,1702932500.0,1702932500.0,1702932500.0,1702932500.0,9800.747,0.0,1.0,0.5,32,Attack,32,26.0,26.0,20,20.0,0.00012297014,0.00012297014,0.00012297014,0.0001,0.0001,0.0001,19601.495,1,0.5,0.5,52
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,0,20,20.0,20.0,20,20.0,1702932200.0,1702932200.0,1702932200.0,1702932200.0,1702932200.0,1702932200.0,0.0,0.0,0.0,0.0,20,Attack,20,20.0,20.0,20,20.0,1702932200.0,1702932200.0,1702932200.0,1702932200.0,1702932200.0,1702932200.0,0.0,1,1.0,0.0,20
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,1024,32,32.0,32.0,32,32.0,1702931700.0,1702931700.0,1702931700.0,1702931700.0,1702931700.0,1702931700.0,0.0,0.0,1.0,1.0,32,Attack,32,32.0,32.0,32,32.0,1702931700.0,1702931700.0,1702931700.0,1702931700.0,1702931700.0,1702931700.0,0.0,0,0.0,1.0,32
Attack-TCP-Flag-ACK-PSH,0,1702932700.0,1702932700.0,7170.2785,0.0,1,0.5,1024,20,20.0,20.0,20,20.0,1702932700.0,1702932700.0,1702932700.0,1702932700.0,1702932700.0,1702932700.0,7170.2785,0.0,1.0,0.5,20,Attack,20,20.0,20.0,20,20.0,0.00020201207,0.00020201207,0.00020201207,0.0002,0.0002,0.0002,14338.555,1,0.5,0.5,40
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,0,20,20.0,20.0,20,20.0,1702932500.0,1702932500.0,1702932500.0,1702932500.0,1702932500.0,1702932500.0,0.0,0.0,0.0,0.0,20,Attack,20,20.0,20.0,20,20.0,1702932500.0,1702932500.0,1702932500.0,1702932500.0,1702932500.0,1702932500.0,0.0,1,1.0,0.0,20
Attack-TCP-Flag-ACK-PSH,0,1702933100.0,1702933100.0,10005.346,0.0,1,0.5,29200,40,40.0,40.0,40,40.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,10005.346,0.0,1.0,0.5,40,Attack,40,30.0,30.0,20,20.0,0.0012859563,0.0012859563,0.0012859563,0.0013,0.0013,0.0013,20010.692,1,0.5,0.5,60
Attack-TCP-Flag-ACK-PSH,24,0.0131,0.00610984,70.11908,0.5,1,0.3333333,24,12,12.0,12.0,12,12.0,0.01070084,0.00837,0.01070084,0.00831014,0.00837,0.0130209,100.1769,0.0,1.0,0.5,12,Attack,32,26.0,26.0,20,20.0,0.0131209,0.0131209,0.0131209,0.0107,0.0131,0.0131,170.29598,1,0.3333333,1.0,52
Attack-TCP-Flag-ACK-PSH,62596,0.11,0.10795593,18.189926,0.0,1,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Attack,20,20.0,20.0,20,20.0,0.10795593,0.10795593,0.10795593,0.11,0.11,0.11,18.189926,1,0.5,0.0,40
Attack-TCP-Flag-ACK-PSH,64000,0.106,0.10603891,18.695514,0.0,1,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Attack,20,20.0,20.0,20,20.0,0.10603891,0.10603891,0.10603891,0.106,0.106,0.106,18.695514,1,0.5,0.0,40
Attack-TCP-Flag-ACK-PSH,62605,0.1099,0.10991193,18.18897,0.0,1,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Attack,20,20.0,20.0,20,20.0,0.10991193,0.10991193,0.10991193,0.1099,0.1099,0.1099,18.18897,1,0.5,0.0,40
Attack-TCP-Flag-ACK-PSH,62599,0.1081,0.10813797,18.488032,0.0,1,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Attack,20,20.0,20.0,20,20.0,0.10813797,0.10813797,0.10813797,0.1081,0.1081,0.1081,18.488032,1,0.5,0.0,40
Attack-TCP-Flag-ACK-PSH,0,1702932700.0,1702932700.0,9415.136,0.0,1,0.5,65535,32,32.0,32.0,32,32.0,1702932700.0,1702932700.0,1702932700.0,1702932700.0,1702932700.0,1702932700.0,9415.136,0.0,1.0,0.5,32,Attack,32,26.0,26.0,20,20.0,0.10011096,0.10011096,0.10011096,0.1001,0.1001,0.1001,18815.272,1,0.5,0.5,52
Attack-TCP-Flag-ACK-PSH,62602,0.11,0.10999408,18.180998,0.0,1,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Attack,20,20.0,20.0,20,20.0,0.10999408,0.10999408,0.10999408,0.11,0.11,0.11,18.180998,1,0.5,0.0,40
Attack-TCP-Flag-ACK-PSH,62596,0.1103,0.11029391,18.136854,0.0,1,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Attack,20,20.0,20.0,20,20.0,0.11029391,0.11029391,0.11029391,0.1103,0.1103,0.1103,18.136854,1,0.5,0.0,40
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,64240,20,20.0,20.0,20,20.0,1702932100.0,1702932100.0,1702932100.0,1702932100.0,1702932100.0,1702932100.0,0.0,0.0,1.0,1.0,20,Attack,20,20.0,20.0,20,20.0,1702932100.0,1702932100.0,1702932100.0,1702932100.0,1702932100.0,1702932100.0,0.0,0,0.0,1.0,20
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,65535,24,24.0,24.0,24,24.0,1702933000.0,1702933000.0,1702933000.0,1702933000.0,1702933000.0,1702933000.0,0.0,0.0,1.0,1.0,24,Attack,24,24.0,24.0,24,24.0,1702933000.0,1702933000.0,1702933000.0,1702933000.0,1702933000.0,1702933000.0,0.0,0,0.0,1.0,24
Attack-TCP-Flag-ACK-PSH,62608,0.1114,0.11140688,17.981166,0.0,1,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Attack,20,20.0,20.0,20,20.0,0.11140688,0.11140688,0.11140688,0.1114,0.1114,0.1114,17.981166,1,0.5,0.0,40
Attack-TCP-Flag-ACK-PSH,62610,0.1092,0.10921915,18.304926,0.0,1,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Attack,20,20.0,20.0,20,20.0,0.10921915,0.10921915,0.10921915,0.1092,0.1092,0.1092,18.304926,1,0.5,0.0,40
Attack-TCP-Flag-ACK-PSH,0,1702932700.0,1702932700.0,11562.328,0.0,1,0.5,1024,20,20.0,20.0,20,20.0,1702932700.0,1702932700.0,1702932700.0,1702932700.0,1702932700.0,1702932700.0,11562.328,0.0,1.0,0.5,20,Attack,20,20.0,20.0,20,20.0,8.2018495e-05,8.2018495e-05,8.2018495e-05,0.0001,0.0001,0.0001,23124.655,1,0.5,0.5,40
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,0,20,20.0,20.0,20,20.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,0.0,0.0,0.0,0.0,20,Attack,20,20.0,20.0,20,20.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,0.0,1,1.0,0.0,20
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,65535,20,20.0,20.0,20,20.0,1702931500.0,1702931500.0,1702931500.0,1702931500.0,1702931500.0,1702931500.0,0.0,0.0,1.0,1.0,20,Attack,20,20.0,20.0,20,20.0,1702931500.0,1702931500.0,1702931500.0,1702931500.0,1702931500.0,1702931500.0,0.0,0,0.0,1.0,20
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,65535,20,20.0,20.0,20,20.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,0.0,0.0,1.0,1.0,20,Attack,20,20.0,20.0,20,20.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,0.0,0,0.0,1.0,20
Attack-TCP-Flag-ACK-PSH,62621,0.1101,0.11013397,18.159919,0.0,1,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Attack,24,24.0,24.0,24,24.0,0.11013397,0.11013397,0.11013397,0.1101,0.1101,0.1101,18.159919,1,0.5,0.0,48
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,65535,24,24.0,24.0,24,24.0,1702932400.0,1702932400.0,1702932400.0,1702932400.0,1702932400.0,1702932400.0,0.0,0.0,1.0,1.0,24,Attack,24,24.0,24.0,24,24.0,1702932400.0,1702932400.0,1702932400.0,1702932400.0,1702932400.0,1702932400.0,0.0,0,0.0,1.0,24
Attack-TCP-Flag-ACK-PSH,0,1702932600.0,1702932600.0,8842.328,0.0,1,0.5,1024,20,20.0,20.0,20,20.0,1702932600.0,1702932600.0,1702932600.0,1702932600.0,1702932600.0,1702932600.0,8842.328,0.0,1.0,0.5,20,Attack,20,20.0,20.0,20,20.0,0.00011289993,0.00011289993,0.00011289993,0.0001,0.0001,0.0001,17684.656,1,0.5,0.5,40
Attack-TCP-Flag-ACK-PSH,0,1702932200.0,1702932200.0,13479.343,0.0,1,0.5,1024,24,24.0,24.0,24,24.0,1702932200.0,1702932200.0,1702932200.0,1702932200.0,1702932200.0,1702932200.0,13479.343,0.0,1.0,0.5,24,Attack,24,18.0,18.0,12,12.0,7.301555e-05,7.301555e-05,7.301555e-05,0.0001,0.0001,0.0001,26958.686,1,0.5,0.5,36
Attack-TCP-Flag-ACK-PSH,0,1702932600.0,1702932600.0,9443.753,0.0,1,0.2,29200,40,40.0,40.0,40,40.0,1702932600.0,1702932600.0,1702932600.0,1702932600.0,1702932600.0,1702932600.0,9443.753,0.0,1.0,0.8,40,Attack,40,30.0,30.0,20,20.0,0.10726107,0.10726107,0.10726107,0.1073,0.1073,0.1073,18887.506,1,0.2,0.8,60
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,65535,24,24.0,24.0,24,24.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,0.0,0.0,1.0,1.0,24,Attack,24,24.0,24.0,24,24.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,1702933100.0,0.0,0,0.0,1.0,24
Attack-TCP-Flag-ACK-PSH,62599,0.1112,0.11122893,17.988832,0.0,1,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Attack,20,20.0,20.0,20,20.0,0.11122893,0.11122893,0.11122893,0.1112,0.1112,0.1112,17.988832,1,0.5,0.0,40
Attack-TCP-Flag-ACK-PSH,62605,0.1108,0.11076314,18.053032,0.0,1,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Attack,20,20.0,20.0,20,20.0,0.11076314,0.11076314,0.11076314,0.1108,0.1108,0.1108,18.053032,1,0.5,0.0,40
Attack-TCP-Flag-ACK-PSH,62592,0.111,0.110969016,18.024234,0.0,1,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Attack,20,20.0,20.0,20,20.0,0.110969016,0.110969016,0.110969016,0.111,0.111,0.111,18.024234,1,0.5,0.0,40
Attack-TCP-Flag-ACK-PSH,62611,0.11,0.110000014,18.172914,0.0,1,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Attack,20,20.0,20.0,20,20.0,0.110000014,0.110000014,0.110000014,0.11,0.11,0.11,18.172914,1,0.5,0.0,40
Attack-TCP-Flag-ACK-PSH,62592,0.109,0.10904712,18.285926,0.0,1,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Attack,40,40.0,40.0,40,40.0,0.10904712,0.10904712,0.10904712,0.109,0.109,0.109,18.285926,1,0.5,0.0,80
Attack-TCP-Flag-ACK-PSH,0,1702932900.0,1702932900.0,9.011568,0.0,1,0.5,1024,20,20.0,20.0,20,20.0,1702932900.0,1702932900.0,1702932900.0,1702932900.0,1702932900.0,1702932900.0,9.011568,0.0,1.0,0.5,20,Attack,20,20.0,20.0,20,20.0,0.110970964,0.110970964,0.110970964,0.111,0.111,0.111,18.023136,1,0.5,0.5,40
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,65535,24,24.0,24.0,24,24.0,1702931600.0,1702931600.0,1702931600.0,1702931600.0,1702931600.0,1702931600.0,0.0,0.0,1.0,1.0,24,Attack,24,24.0,24.0,24,24.0,1702931600.0,1702931600.0,1702931600.0,1702931600.0,1702931600.0,1702931600.0,0.0,0,0.0,1.0,24
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,1200,20,20.0,20.0,20,20.0,1702931800.0,1702931800.0,1702931800.0,1702931800.0,1702931800.0,1702931800.0,0.0,0.0,0.0,0.0,20,Attack,20,20.0,20.0,20,20.0,1702931800.0,1702931800.0,1702931800.0,1702931800.0,1702931800.0,1702931800.0,0.0,1,1.0,0.0,20
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,0,20,20.0,20.0,20,20.0,1702932200.0,1702932200.0,1702932200.0,1702932200.0,1702932200.0,1702932200.0,0.0,0.0,0.0,0.0,20,Attack,20,20.0,20.0,20,20.0,1702932200.0,1702932200.0,1702932200.0,1702932200.0,1702932200.0,1702932200.0,0.0,1,1.0,0.0,20
Attack-TCP-Flag-ACK-PSH,0,1702932100.0,1702932100.0,5741.418,0.0,1,0.5,512,20,20.0,20.0,20,20.0,1702932100.0,1702932100.0,1702932100.0,1702932100.0,1702932100.0,1702932100.0,5741.418,0.0,1.0,0.5,20,Attack,20,20.0,20.0,20,20.0,0.00038798973,0.00038798973,0.00038798973,0.0004,0.0004,0.0004,11482.835,1,0.5,0.5,40
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,0,20,20.0,20.0,20,20.0,1702932700.0,1702932700.0,1702932700.0,1702932700.0,1702932700.0,1702932700.0,0.0,0.0,0.0,0.0,20,Attack,20,20.0,20.0,20,20.0,1702932700.0,1702932700.0,1702932700.0,1702932700.0,1702932700.0,1702932700.0,0.0,1,1.0,0.0,20
Attack-TCP-Flag-ACK-PSH,0,0.0,0.0,0.0,0.0,0,0.0,65535,24,24.0,24.0,24,24.0,1702933000.0,1702933000.0,1702933000.0,1702933000.0,1702933000.0,1702933000.0,0.0,0.0,1.0,1.0,24,Attack,24,24.0,24.0,24,24.0,1702933000.0,1702933000.0,1702933000.0,1702933000.0,1702933000.0,1702933000.0,0.0,0,0.0,1.0,24
Attack-TCP-Flag-ACK-PSH,0,1702931500.0,1702931500.0,12256.022,0.0,1,0.5,1024,32,32.0,32.0,32,32.0,1702931500.0,1702931500.0,1702931500.0,1702931500.0,1702931500.0,1702931500.0,12256.022,0.0,1.0,0.5,32,Attack,32,26.0,26.0,20,20.0,7.995059e-05,7.995059e-05,7.995059e-05,0.0001,0.0001,0.0001,24512.045,1,0.5,0.5,52
Attack-TCP-Flag-ACK-PSH,0,1702933000.0,1702933000.0,12385.928,0.0,1,0.5,65535,20,20.0,20.0,20,20.0,1702933000.0,1702933000.0,1702933000.0,1702933000.0,1702933000.0,1702933000.0,12385.928,0.0,1.0,0.5,20,Attack,20,20.0,20.0,20,20.0,8.6930326e-05,8.6930326e-05,8.6930326e-05,0.0001,0.0001,0.0001,24771.857,1,0.5,0.5,40
Attack-TCP-Flag-ACK-PSH,62590,0.1112,0.11122316,17.981032,0.0,1,0.5,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Attack,20,20.0,20.0,20,20.0,0.11122316,0.11122316,0.11122316,0.1112,0.1112,0.1112,17.981032,1,0.5,0.0,40
