total_header_bytes,fwd_median_header_bytes,rst_flag_percentage_in_total,packets_IAT_median,max_header_bytes,fwd_mode_header_bytes,fwd_syn_flag_percentage_in_total,packets_IAT_mode,min_header_bytes,fwd_init_win_bytes,bwd_rst_flag_percentage_in_total,fwd_packets_IAT_mean,mean_header_bytes,bwd_init_win_bytes,fwd_psh_flag_percentage_in_fwd_packets,fwd_packets_IAT_max,median_header_bytes,packets_rate,fwd_syn_flag_percentage_in_fwd_packets,fwd_packets_IAT_min,mode_header_bytes,bwd_packets_rate,bwd_psh_flag_percentage_in_bwd_packets,fwd_packets_IAT_total,fwd_total_header_bytes,fwd_packets_rate,packets_IAT_mean,fwd_packets_IAT_median,fwd_max_header_bytes,rst_flag_counts,packet_IAT_max,fwd_packets_IAT_mode,fwd_min_header_bytes,bwd_rst_flag_counts,packet_IAT_min,bwd_packets_IAT_total,fwd_mean_header_bytes,syn_flag_percentage_in_total,packet_IAT_total,bwd_packets_IAT_mode,label,activity
20,0.0,1.0,1702562800.0,20,0.0,0.0,1702562800.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702562800.0,0.0,0,1,1702562800.0,0.0,0,1,1702562800.0,1702562800.0,0.0,0.0,1702562800.0,1702562800.0,Benign,Benign-Web_Browsing_HTTP-S
60,20.0,0.33333334,0.0,20,20.0,0.6666667,0.0,20,1024,0.33333334,0.0,20.0,0,0.0,5.9604645e-06,20.0,54471.48,1.0,5.9604645e-06,20.0,18157.16,0.0,5.9604645e-06,40,36314.32,0.0,0.0,20,1,4.9114227e-05,0.0,20,1,5.9604645e-06,1702562800.0,20.0,0.6666667,5.507469e-05,1702562800.0,Benign,Benign-Web_Browsing_HTTP-S
124,20.0,0.0,0.009,32,20.0,0.2,0.0002,20,64240,0.0,2.5159,24.8,64240,0.0,5.022784,20.0,0.9918761,0.33333334,0.009113073,20.0,0.39675045,0.0,5.031897,72,0.5951257,1.2602,2.5159,32,0,5.022784,0.0091,20,0,0.00022602081,5.0320654,24.0,0.4,5.040952,5.0321,Benign,Benign-Web_Browsing_HTTP-S
844,20.0,0.0,0.0012,32,20.0,0.024390243,0.0,20,64240,0.0,6.6759,20.5854,64240,0.47368422,58.839676,20.0,0.34119582,0.05263158,0.0,20.0,0.18308067,0.59090906,120.1656,392,0.15811513,3.0041,0.0092,32,0,58.839676,0.0,20,0,0.0,120.14667,20.6316,0.048780486,120.1656,0.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702562800.0,20,0.0,0.0,1702562800.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702562800.0,0.0,0,1,1702562800.0,0.0,0,1,1702562800.0,1702562800.0,0.0,0.0,1702562800.0,1702562800.0,Benign,Benign-Web_Browsing_HTTP-S
20,20.0,1.0,1702562800.0,20,20.0,0.0,1702562800.0,20,0,0.0,1702562800.0,20.0,0,0.0,1702562800.0,20.0,0.0,0.0,1702562800.0,20.0,0.0,0.0,1702562800.0,20,0.0,1702562800.0,1702562800.0,20,1,1702562800.0,1702562800.0,20,0,1702562800.0,0.0,20.0,0.0,1702562800.0,0.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702562800.0,20,0.0,0.0,1702562800.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702562800.0,0.0,0,1,1702562800.0,0.0,0,1,1702562800.0,1702562800.0,0.0,0.0,1702562800.0,1702562800.0,Benign,Benign-Web_Browsing_HTTP-S
20,20.0,1.0,1702562800.0,20,20.0,0.0,1702562800.0,20,0,0.0,1702562800.0,20.0,0,0.0,1702562800.0,20.0,0.0,0.0,1702562800.0,20.0,0.0,0.0,1702562800.0,20,0.0,1702562800.0,1702562800.0,20,1,1702562800.0,1702562800.0,20,0,1702562800.0,0.0,20.0,0.0,1702562800.0,0.0,Benign,Benign-Web_Browsing_HTTP-S
40,20.0,0.5,0.002,20,20.0,0.0,0.002,20,0,0.0,1702563000.0,20.0,267,0.0,1702563000.0,20.0,1015.8159,0.0,1702563000.0,20.0,507.90796,0.0,1702563000.0,20,507.90796,0.002,1702563000.0,20,1,0.0019688606,1702563000.0,20,0,0.0019688606,1702563000.0,20.0,0.0,0.0019688606,1702563000.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563000.0,20,0.0,0.0,1702563000.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563000.0,0.0,0,1,1702563000.0,0.0,0,1,1702563000.0,1702563000.0,0.0,0.0,1702563000.0,1702563000.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563000.0,20,0.0,0.0,1702563000.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563000.0,0.0,0,1,1702563000.0,0.0,0,1,1702563000.0,1702563000.0,0.0,0.0,1702563000.0,1702563000.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563000.0,20,0.0,0.0,1702563000.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563000.0,0.0,0,1,1702563000.0,0.0,0,1,1702563000.0,1702563000.0,0.0,0.0,1702563000.0,1702563000.0,Benign,Benign-Web_Browsing_HTTP-S
144,20.0,0.0,0.0088,32,20.0,0.16666667,1e-04,20,64240,0.0,2.5298,24.0,64240,0.0,5.04998,20.0,1.1837503,0.33333334,0.009706974,20.0,0.59187514,0.0,5.0596867,72,0.59187514,1.0137,2.5298,32,0,5.04998,0.0097,20,0,0.00011706352,5.059841,24.0,0.33333334,5.068637,1e-04,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563100.0,20,0.0,0.0,1702563100.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563100.0,0.0,0,1,1702563100.0,0.0,0,1,1702563100.0,1702563100.0,0.0,0.0,1702563100.0,1702563100.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563300.0,20,0.0,0.0,1702563300.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563300.0,0.0,0,1,1702563300.0,0.0,0,1,1702563300.0,1702563300.0,0.0,0.0,1702563300.0,1702563300.0,Benign,Benign-Web_Browsing_HTTP-S
20,20.0,1.0,1702563300.0,20,20.0,0.0,1702563300.0,20,0,0.0,1702563300.0,20.0,0,0.0,1702563300.0,20.0,0.0,0.0,1702563300.0,20.0,0.0,0.0,1702563300.0,20,0.0,1702563300.0,1702563300.0,20,1,1702563300.0,1702563300.0,20,0,1702563300.0,0.0,20.0,0.0,1702563300.0,0.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563300.0,20,0.0,0.0,1702563300.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563300.0,0.0,0,1,1702563300.0,0.0,0,1,1702563300.0,1702563300.0,0.0,0.0,1702563300.0,1702563300.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563300.0,20,0.0,0.0,1702563300.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563300.0,0.0,0,1,1702563300.0,0.0,0,1,1702563300.0,1702563300.0,0.0,0.0,1702563300.0,1702563300.0,Benign,Benign-Web_Browsing_HTTP-S
20,20.0,1.0,1702563300.0,20,20.0,0.0,1702563300.0,20,0,0.0,1702563300.0,20.0,0,0.0,1702563300.0,20.0,0.0,0.0,1702563300.0,20.0,0.0,0.0,1702563300.0,20,0.0,1702563300.0,1702563300.0,20,1,1702563300.0,1702563300.0,20,0,1702563300.0,0.0,20.0,0.0,1702563300.0,0.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563300.0,20,0.0,0.0,1702563300.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563300.0,0.0,0,1,1702563300.0,0.0,0,1,1702563300.0,1702563300.0,0.0,0.0,1702563300.0,1702563300.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563300.0,20,0.0,0.0,1702563300.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563300.0,0.0,0,1,1702563300.0,0.0,0,1,1702563300.0,1702563300.0,0.0,0.0,1702563300.0,1702563300.0,Benign,Benign-Web_Browsing_HTTP-S
20,20.0,1.0,1702563300.0,20,20.0,0.0,1702563300.0,20,0,0.0,1702563300.0,20.0,0,0.0,1702563300.0,20.0,0.0,0.0,1702563300.0,20.0,0.0,0.0,1702563300.0,20,0.0,1702563300.0,1702563300.0,20,1,1702563300.0,1702563300.0,20,0,1702563300.0,0.0,20.0,0.0,1702563300.0,0.0,Benign,Benign-Web_Browsing_HTTP-S
20,20.0,1.0,1702563300.0,20,20.0,0.0,1702563300.0,20,0,0.0,1702563300.0,20.0,0,0.0,1702563300.0,20.0,0.0,0.0,1702563300.0,20.0,0.0,0.0,1702563300.0,20,0.0,1702563300.0,1702563300.0,20,1,1702563300.0,1702563300.0,20,0,1702563300.0,0.0,20.0,0.0,1702563300.0,0.0,Benign,Benign-Web_Browsing_HTTP-S
60,20.0,0.33333334,0.0,20,20.0,0.6666667,0.0,20,1024,0.33333334,0.0,20.0,0,0.0,4.053116e-06,20.0,47662.547,1.0,4.053116e-06,20.0,15887.516,0.0,4.053116e-06,40,31775.031,0.0,0.0,20,1,5.888939e-05,0.0,20,1,4.053116e-06,1702563500.0,20.0,0.6666667,6.2942505e-05,1702563500.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563500.0,20,0.0,0.0,1702563500.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563500.0,0.0,0,1,1702563500.0,0.0,0,1,1702563500.0,1702563500.0,0.0,0.0,1702563500.0,1702563500.0,Benign,Benign-Web_Browsing_HTTP-S
60,20.0,0.33333334,0.0,20,20.0,0.33333334,0.0,20,1024,0.33333334,1702563500.0,20.0,1024,0.0,1702563500.0,20.0,63872.65,1.0,1702563500.0,20.0,42581.766,0.0,1702563500.0,20,21290.883,0.0,1702563500.0,20,1,3.695488e-05,1702563500.0,20,1,1.001358e-05,4.696846e-05,20.0,0.6666667,4.696846e-05,0.0,Benign,Benign-Web_Browsing_HTTP-S
84,32.0,0.33333334,0.0,32,32.0,0.6666667,0.0,20,64240,0.33333334,0.0,28.0,0,0.0,8.106232e-06,32.0,46776.625,1.0,8.106232e-06,32.0,15592.208,0.0,8.106232e-06,64,31184.416,0.0,0.0,32,1,5.6028366e-05,0.0,32,1,8.106232e-06,1702563500.0,32.0,0.6666667,6.41346e-05,1702563500.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563500.0,20,0.0,0.0,1702563500.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563500.0,0.0,0,1,1702563500.0,0.0,0,1,1702563500.0,1702563500.0,0.0,0.0,1702563500.0,1702563500.0,Benign,Benign-Web_Browsing_HTTP-S
84,32.0,0.33333334,0.0,32,32.0,0.33333334,0.0,20,64240,0.33333334,1702563500.0,28.0,64240,0.0,1702563500.0,32.0,76725.07,1.0,1702563500.0,32.0,51150.047,0.0,1702563500.0,32,25575.023,0.0,1702563500.0,32,1,3.0040741e-05,1702563500.0,32,1,9.059906e-06,3.9100647e-05,32.0,0.6666667,3.9100647e-05,0.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563500.0,20,0.0,0.0,1702563500.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563500.0,0.0,0,1,1702563500.0,0.0,0,1,1702563500.0,1702563500.0,0.0,0.0,1702563500.0,1702563500.0,Benign,Benign-Web_Browsing_HTTP-S
52,0.0,0.5,0.0,32,0.0,0.0,0.0,20,0,0.5,0.0,26.0,64240,0.0,0.0,26.0,62601.55,0.0,0.0,20.0,62601.55,0.0,0.0,0,0.0,0.0,0.0,0,1,3.194809e-05,0.0,0,1,3.194809e-05,3.194809e-05,0.0,0.5,3.194809e-05,0.0,Benign,Benign-Web_Browsing_HTTP-S
84,32.0,0.33333334,0.0,32,32.0,0.6666667,0.0,20,64240,0.33333334,0.0,28.0,0,0.0,7.1525574e-06,32.0,50737.547,1.0,7.1525574e-06,32.0,16912.516,0.0,7.1525574e-06,64,33825.03,0.0,0.0,32,1,5.197525e-05,0.0,32,1,7.1525574e-06,1702563500.0,32.0,0.6666667,5.9127808e-05,1702563500.0,Benign,Benign-Web_Browsing_HTTP-S
144,20.0,0.0,0.0089,32,20.0,0.16666667,1e-04,20,64240,0.0,2.8841,24.0,64240,0.0,5.758646,20.0,1.0385692,0.33333334,0.009618044,20.0,0.5192846,0.0,5.768264,72,0.5192846,1.1554,2.8841,32,0,5.758646,0.0096,20,0,5.38826e-05,5.76832,24.0,0.33333334,5.777179,1e-04,Benign,Benign-Web_Browsing_HTTP-S
20,20.0,1.0,1702563500.0,20,20.0,0.0,1702563500.0,20,0,0.0,1702563500.0,20.0,0,0.0,1702563500.0,20.0,0.0,0.0,1702563500.0,20.0,0.0,0.0,1702563500.0,20,0.0,1702563500.0,1702563500.0,20,1,1702563500.0,1702563500.0,20,0,1702563500.0,0.0,20.0,0.0,1702563500.0,0.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563500.0,20,0.0,0.0,1702563500.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563500.0,0.0,0,1,1702563500.0,0.0,0,1,1702563500.0,1702563500.0,0.0,0.0,1702563500.0,1702563500.0,Benign,Benign-Web_Browsing_HTTP-S
40,20.0,0.0,0.0003,20,20.0,0.0,0.0003,20,501,0.0,1702563500.0,20.0,501,0.0,1702563500.0,20.0,6558.724,0.0,1702563500.0,20.0,3279.362,0.0,1702563500.0,20,3279.362,0.0003,1702563500.0,20,0,0.00030493736,1702563500.0,20,0,0.00030493736,1702563500.0,20.0,0.0,0.00030493736,1702563500.0,Benign,Benign-Web_Browsing_HTTP-S
40,20.0,0.0,0.0003,20,20.0,0.0,0.0003,20,501,0.0,1702563500.0,20.0,501,0.0,1702563500.0,20.0,6662.9136,0.0,1702563500.0,20.0,3331.4568,0.0,1702563500.0,20,3331.4568,0.0003,1702563500.0,20,0,0.000300169,1702563500.0,20,0,0.000300169,1702563500.0,20.0,0.0,0.000300169,1702563500.0,Benign,Benign-Web_Browsing_HTTP-S
40,20.0,0.0,0.0003,20,20.0,0.0,0.0003,20,501,0.0,1702563500.0,20.0,501,0.0,1702563500.0,20.0,6847.8433,0.0,1702563500.0,20.0,3423.9216,0.0,1702563500.0,20,3423.9216,0.0003,1702563500.0,20,0,0.00029206276,1702563500.0,20,0,0.00029206276,1702563500.0,20.0,0.0,0.00029206276,1702563500.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563500.0,20,0.0,0.0,1702563500.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563500.0,0.0,0,1,1702563500.0,0.0,0,1,1702563500.0,1702563500.0,0.0,0.0,1702563500.0,1702563500.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563500.0,20,0.0,0.0,1702563500.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563500.0,0.0,0,1,1702563500.0,0.0,0,1,1702563500.0,1702563500.0,0.0,0.0,1702563500.0,1702563500.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563600.0,20,0.0,0.0,1702563600.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563600.0,0.0,0,1,1702563600.0,0.0,0,1,1702563600.0,1702563600.0,0.0,0.0,1702563600.0,1702563600.0,Benign,Benign-Web_Browsing_HTTP-S
144,20.0,0.0,0.0029,32,20.0,0.16666667,0.001,20,64240,0.0,2.5072,24.0,65535,0.0,5.011893,20.0,1.1942362,0.33333334,0.0025219917,20.0,0.5971181,0.0,5.014415,72,0.5971181,1.0048,2.5072,32,0,5.011893,0.0025,20,0,0.000975132,5.022585,24.0,0.33333334,5.024132,0.0068,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563600.0,20,0.0,0.0,1702563600.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563600.0,0.0,0,1,1702563600.0,0.0,0,1,1702563600.0,1702563600.0,0.0,0.0,1702563600.0,1702563600.0,Benign,Benign-Web_Browsing_HTTP-S
20,20.0,1.0,1702563600.0,20,20.0,0.0,1702563600.0,20,0,0.0,1702563600.0,20.0,0,0.0,1702563600.0,20.0,0.0,0.0,1702563600.0,20.0,0.0,0.0,1702563600.0,20,0.0,1702563600.0,1702563600.0,20,1,1702563600.0,1702563600.0,20,0,1702563600.0,0.0,20.0,0.0,1702563600.0,0.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563600.0,20,0.0,0.0,1702563600.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563600.0,0.0,0,1,1702563600.0,0.0,0,1,1702563600.0,1702563600.0,0.0,0.0,1702563600.0,1702563600.0,Benign,Benign-Web_Browsing_HTTP-S
20,20.0,1.0,1702563600.0,20,20.0,0.0,1702563600.0,20,0,0.0,1702563600.0,20.0,0,0.0,1702563600.0,20.0,0.0,0.0,1702563600.0,20.0,0.0,0.0,1702563600.0,20,0.0,1702563600.0,1702563600.0,20,1,1702563600.0,1702563600.0,20,0,1702563600.0,0.0,20.0,0.0,1702563600.0,0.0,Benign,Benign-Web_Browsing_HTTP-S
20,20.0,1.0,1702563700.0,20,20.0,0.0,1702563700.0,20,0,0.0,1702563700.0,20.0,0,0.0,1702563700.0,20.0,0.0,0.0,1702563700.0,20.0,0.0,0.0,1702563700.0,20,0.0,1702563700.0,1702563700.0,20,1,1702563700.0,1702563700.0,20,0,1702563700.0,0.0,20.0,0.0,1702563700.0,0.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563700.0,20,0.0,0.0,1702563700.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563700.0,0.0,0,1,1702563700.0,0.0,0,1,1702563700.0,1702563700.0,0.0,0.0,1702563700.0,1702563700.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563700.0,20,0.0,0.0,1702563700.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563700.0,0.0,0,1,1702563700.0,0.0,0,1,1702563700.0,1702563700.0,0.0,0.0,1702563700.0,1702563700.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563700.0,20,0.0,0.0,1702563700.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563700.0,0.0,0,1,1702563700.0,0.0,0,1,1702563700.0,1702563700.0,0.0,0.0,1702563700.0,1702563700.0,Benign,Benign-Web_Browsing_HTTP-S
60,20.0,0.33333334,1e-04,20,20.0,0.6666667,0.0,20,1024,0.33333334,0.0,20.0,0,0.0,1.692772e-05,20.0,19878.219,1.0,1.692772e-05,20.0,6626.0728,0.0,1.692772e-05,40,13252.1455,1e-04,0.0,20,1,0.00013399124,0.0,20,1,1.692772e-05,1702563800.0,20.0,0.6666667,0.00015091896,1702563800.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702563800.0,20,0.0,0.0,1702563800.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702563800.0,0.0,0,1,1702563800.0,0.0,0,1,1702563800.0,1702563800.0,0.0,0.0,1702563800.0,1702563800.0,Benign,Benign-Web_Browsing_HTTP-S
60,20.0,0.33333334,1e-04,20,20.0,0.33333334,0.0,20,1024,0.33333334,1702563800.0,20.0,1024,0.0,1702563800.0,20.0,25015.73,1.0,1702563800.0,20.0,16677.152,0.0,1702563800.0,20,8338.576,1e-04,1702563800.0,20,1,0.000109910965,1702563800.0,20,1,1.001358e-05,0.000119924545,20.0,0.6666667,0.000119924545,1e-04,Benign,Benign-Web_Browsing_HTTP-S
60,20.0,0.33333334,0.0,20,20.0,0.6666667,0.0,20,1024,0.33333334,0.0,20.0,0,0.0,9.059906e-06,20.0,42799.02,1.0,9.059906e-06,20.0,14266.34,0.0,9.059906e-06,40,28532.68,0.0,0.0,20,1,6.1035156e-05,0.0,20,1,9.059906e-06,1702564000.0,20.0,0.6666667,7.009506e-05,1702564000.0,Benign,Benign-Web_Browsing_HTTP-S
20,0.0,1.0,1702564000.0,20,0.0,0.0,1702564000.0,20,0,1.0,0.0,20.0,0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,0.0,1702564000.0,0.0,0,1,1702564000.0,0.0,0,1,1702564000.0,1702564000.0,0.0,0.0,1702564000.0,1702564000.0,Benign,Benign-Web_Browsing_HTTP-S
60,20.0,0.33333334,0.0,20,20.0,0.33333334,0.0,20,1024,0.33333334,1702564000.0,20.0,1024,0.0,1702564000.0,20.0,71493.82,1.0,1702564000.0,20.0,47662.547,0.0,1702564000.0,20,23831.273,0.0,1702564000.0,20,1,3.3140182e-05,1702564000.0,20,1,8.821487e-06,4.196167e-05,20.0,0.6666667,4.196167e-05,0.0,Benign,Benign-Web_Browsing_HTTP-S
