total_header_bytes,fwd_median_header_bytes,rst_flag_percentage_in_total,packets_IAT_median,max_header_bytes,fwd_mode_header_bytes,fwd_syn_flag_percentage_in_total,packets_IAT_mode,min_header_bytes,fwd_init_win_bytes,bwd_rst_flag_percentage_in_total,fwd_packets_IAT_mean,mean_header_bytes,bwd_init_win_bytes,fwd_psh_flag_percentage_in_fwd_packets,fwd_packets_IAT_max,median_header_bytes,packets_rate,fwd_syn_flag_percentage_in_fwd_packets,fwd_packets_IAT_min,mode_header_bytes,bwd_packets_rate,bwd_psh_flag_percentage_in_bwd_packets,fwd_packets_IAT_total,fwd_total_header_bytes,fwd_packets_rate,packets_IAT_mean,fwd_packets_IAT_median,fwd_max_header_bytes,rst_flag_counts,packet_IAT_max,fwd_packets_IAT_mode,fwd_min_header_bytes,bwd_rst_flag_counts,packet_IAT_min,bwd_packets_IAT_total,fwd_mean_header_bytes,syn_flag_percentage_in_total,packet_IAT_total,bwd_packets_IAT_mode,label,activity
60,40,0.5,1.00E-04,40,40,0.5,1.00E-04,20,64240,0.5,1703001000,30,0,0,1703001000,30,17848.102,1,1703001000,20,8924.051,0,1703001000,40,8924.051,1.00E-04,1703001000,40,1,0.000112057,1703001000,40,1,0.0001120567,1703001000,40,0.5,0.000112057,1703001000,Attack,Attack-TCP-Flag-OSYN
20,0,1,1703001000,20,0,0,1703001000,20,0,1,0,20,0,0,0,20,0,0,0,20,0,0,0,0,0,1703001000,0,0,1,1703001000,0,0,1,1703001000.0000000000,1703001000,0,0,1703001000,1703001000,Attack,Attack-TCP-Flag-OSYN
60,40,0.5,0.0006,40,40,0.5,0.0006,20,64240,0.5,1703001000,30,0,0,1703001000,30,3175.0977,1,1703001000,20,1587.5488,0,1703001000,40,1587.5488,0.0006,1703001000,40,1,0.000629902,1703001000,40,1,0.0006299019,1703001000,40,0.5,0.000629902,1703001000,Attack,Attack-TCP-Flag-OSYN
60,40,0.5,1.00E-04,40,40,0.5,1.00E-04,20,64240,0.5,1703001000,30,0,0,1703001000,30,19599.55,1,1703001000,20,9799.775,0,1703001000,40,9799.775,1.00E-04,1703001000,40,1,0.000102043,1703001000,40,1,0.0001020432,1703001000,40,0.5,0.000102043,1703001000,Attack,Attack-TCP-Flag-OSYN
60,40,0.5,1.00E-04,40,40,0.5,1.00E-04,20,64240,0.5,1703001000,30,0,0,1703001000,30,19972.877,1,1703001000,20,9986.438,0,1703001000,40,9986.438,1.00E-04,1703001000,40,1,0.000100136,1703001000,40,1,0.0001001358,1703001000,40,0.5,0.000100136,1703001000,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001000,20,0,0,1703001000,20,24745.156,1,1703001000,20,12372.578,0,1703001000,20,12372.578,1.00E-04,1703001000,20,1,8.08E-05,1703001000,20,1,0.0000808239,1703001000,20,0.5,8.08E-05,1703001000,Attack,Attack-TCP-Flag-OSYN
20,0,1,1703001000,20,0,0,1703001000,20,0,1,0,20,0,0,0,20,0,0,0,20,0,0,0,0,0,1703001000,0,0,1,1703001000,0,0,1,1703001000.0000000000,1703001000,0,0,1703001000,1703001000,Attack,Attack-TCP-Flag-OSYN
20,20,1,1703001000,20,20,0,1703001000,20,0,0,1703001000,20,0,0,1703001000,20,0,0,1703001000,20,0,0,1703001000,20,0,1703001000,1703001000,20,1,1703001000,1703001000,20,0,1703001000.0000000000,0,20,0,1703001000,0,Attack,Attack-TCP-Flag-OSYN
20,0,1,1703001000,20,0,0,1703001000,20,0,1,0,20,0,0,0,20,0,0,0,20,0,0,0,0,0,1703001000,0,0,1,1703001000,0,0,1,1703001000.0000000000,1703001000,0,0,1703001000,1703001000,Attack,Attack-TCP-Flag-OSYN
20,20,1,1703001000,20,20,0,1703001000,20,0,0,1703001000,20,0,0,1703001000,20,0,0,1703001000,20,0,0,1703001000,20,0,1703001000,1703001000,20,1,1703001000,1703001000,20,0,1703001000.0000000000,0,20,0,1703001000,0,Attack,Attack-TCP-Flag-OSYN
52,32,0.5,1.00E-04,32,32,0.5,1.00E-04,20,8192,0.5,1703001100,26,0,0,1703001100,26,30727.502,1,1703001100,20,15363.751,0,1703001100,32,15363.751,1.00E-04,1703001100,32,1,6.51E-05,1703001100,32,1,0.0000650883,1703001100,32,0.5,6.51E-05,1703001100,Attack,Attack-TCP-Flag-OSYN
52,32,0.5,1.00E-04,32,32,0.5,1.00E-04,20,8192,0.5,1703001100,26,0,0,1703001100,26,19239.926,1,1703001100,20,9619.963,0,1703001100,32,9619.963,1.00E-04,1703001100,32,1,0.000103951,1703001100,32,1,0.0001039505,1703001100,32,0.5,0.000103951,1703001100,Attack,Attack-TCP-Flag-OSYN
60,40,0.5,1.00E-04,40,40,0.5,1.00E-04,20,29040,0.5,1703001100,30,0,0,1703001100,30,19418.074,1,1703001100,20,9709.037,0,1703001100,40,9709.037,1.00E-04,1703001100,40,1,0.000102997,1703001100,40,1,0.0001029968,1703001100,40,0.5,0.000102997,1703001100,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,0.0009,20,20,0.5,0.0009,20,1024,0.5,1703001100,20,0,0,1703001100,20,2197.6965,1,1703001100,20,1098.8483,0,1703001100,20,1098.8483,0.0009,1703001100,20,1,0.000910044,1703001100,20,1,0.0009100437,1703001100,20,0.5,0.000910044,1703001100,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001100,20,0,0,1703001100,20,19599.55,1,1703001100,20,9799.775,0,1703001100,20,9799.775,1.00E-04,1703001100,20,1,0.000102043,1703001100,20,1,0.0001020432,1703001100,20,0.5,0.000102043,1703001100,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001100,20,0,0,1703001100,20,17697.484,1,1703001100,20,8848.742,0,1703001100,20,8848.742,1.00E-04,1703001100,20,1,0.00011301,1703001100,20,1,0.0001130104,1703001100,20,0.5,0.00011301,1703001100,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,0.0002,20,20,0.5,0.0002,20,1024,0.5,1703001100,20,0,0,1703001100,20,11618.57,1,1703001100,20,5809.285,0,1703001100,20,5809.285,0.0002,1703001100,20,1,0.000172138,1703001100,20,1,0.0001721382,1703001100,20,0.5,0.000172138,1703001100,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001100,20,0,0,1703001100,20,20815.404,1,1703001100,20,10407.702,0,1703001100,20,10407.702,1.00E-04,1703001100,20,1,9.61E-05,1703001100,20,1,0.0000960827,1703001100,20,0.5,9.61E-05,1703001100,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,0.0002,20,20,0.5,0.0002,20,1024,0.5,1703001100,20,0,0,1703001100,20,11169.917,1,1703001100,20,5584.9585,0,1703001100,20,5584.9585,0.0002,1703001100,20,1,0.000179052,1703001100,20,1,0.0001790524,1703001100,20,0.5,0.000179052,1703001100,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,0.0021,20,20,0.5,0.0021,20,1024,0.5,1703001100,20,0,0,1703001100,20,942.5402,1,1703001100,20,471.2701,0,1703001100,20,471.2701,0.0021,1703001100,20,1,0.002121925,1703001100,20,1,0.0021219254,1703001100,20,0.5,0.002121925,1703001100,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001200,20,0,0,1703001200,20,20815.404,1,1703001200,20,10407.702,0,1703001200,20,10407.702,1.00E-04,1703001200,20,1,9.61E-05,1703001200,20,1,0.0000960827,1703001200,20,0.5,9.61E-05,1703001200,Attack,Attack-TCP-Flag-OSYN
60,40,0.5,1.00E-04,40,40,0.5,1.00E-04,20,64240,0.5,1703001200,30,0,0,1703001200,30,26973.016,1,1703001200,20,13486.508,0,1703001200,40,13486.508,1.00E-04,1703001200,40,1,7.41E-05,1703001200,40,1,0.0000741482,1703001200,40,0.5,7.41E-05,1703001200,Attack,Attack-TCP-Flag-OSYN
60,40,0.5,1.00E-04,40,40,0.5,1.00E-04,20,64240,0.5,1703001200,30,0,0,1703001200,30,16677.152,1,1703001200,20,8338.576,0,1703001200,40,8338.576,1.00E-04,1703001200,40,1,0.000119925,1703001200,40,1,0.0001199245,1703001200,40,0.5,0.000119925,1703001200,Attack,Attack-TCP-Flag-OSYN
60,40,0.5,1.00E-04,40,40,0.5,1.00E-04,20,64240,0.5,1703001200,30,0,0,1703001200,30,17848.102,1,1703001200,20,8924.051,0,1703001200,40,8924.051,1.00E-04,1703001200,40,1,0.000112057,1703001200,40,1,0.0001120567,1703001200,40,0.5,0.000112057,1703001200,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001200,20,0,0,1703001200,20,22733.355,1,1703001200,20,11366.678,0,1703001200,20,11366.678,1.00E-04,1703001200,20,1,8.80E-05,1703001200,20,1,0.0000879765,1703001200,20,0.5,8.80E-05,1703001200,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001200,20,0,0,1703001200,20,14926.349,1,1703001200,20,7463.1743,0,1703001200,20,7463.1743,1.00E-04,1703001200,20,1,0.000133991,1703001200,20,1,0.0001339912,1703001200,20,0.5,0.000133991,1703001200,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001200,20,0,0,1703001200,20,34521.02,1,1703001200,20,17260.51,0,1703001200,20,17260.51,1.00E-04,1703001200,20,1,5.79E-05,1703001200,20,1,0.0000579357,1703001200,20,0.5,5.79E-05,1703001200,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,0.0002,20,20,0.5,0.0002,20,1024,0.5,1703001200,20,0,0,1703001200,20,9049.199,1,1703001200,20,4524.5996,0,1703001200,20,4524.5996,0.0002,1703001200,20,1,0.000221014,1703001200,20,1,0.0002210140,1703001200,20,0.5,0.000221014,1703001200,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001200,20,0,0,1703001200,20,17084.742,1,1703001200,20,8542.371,0,1703001200,20,8542.371,1.00E-04,1703001200,20,1,0.000117064,1703001200,20,1,0.0001170635,1703001200,20,0.5,0.000117064,1703001200,Attack,Attack-TCP-Flag-OSYN
60,40,0.5,1.00E-04,40,40,0.5,1.00E-04,20,29040,0.5,1703001300,30,0,0,1703001300,30,25653.236,1,1703001300,20,12826.618,0,1703001300,40,12826.618,1.00E-04,1703001300,40,1,7.80E-05,1703001300,40,1,0.0000779629,1703001300,40,0.5,7.80E-05,1703001300,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001300,20,0,0,1703001300,20,19065.018,1,1703001300,20,9532.509,0,1703001300,20,9532.509,1.00E-04,1703001300,20,1,0.000104904,1703001300,20,1,0.0001049042,1703001300,20,0.5,0.000104904,1703001300,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001300,20,0,0,1703001300,20,24966.096,1,1703001300,20,12483.048,0,1703001300,20,12483.048,1.00E-04,1703001300,20,1,8.01E-05,1703001300,20,1,0.0000801086,1703001300,20,0.5,8.01E-05,1703001300,Attack,Attack-TCP-Flag-OSYN
20,20,1,1703001300,20,20,0,1703001300,20,0,0,1703001300,20,0,0,1703001300,20,0,0,1703001300,20,0,0,1703001300,20,0,1703001300,1703001300,20,1,1703001300,1703001300,20,0,1703001300.0000000000,0,20,0,1703001300,0,Attack,Attack-TCP-Flag-OSYN
20,20,1,1703001300,20,20,0,1703001300,20,0,0,1703001300,20,0,0,1703001300,20,0,0,1703001300,20,0,0,1703001300,20,0,1703001300,1703001300,20,1,1703001300,1703001300,20,0,1703001300.0000000000,0,20,0,1703001300,0,Attack,Attack-TCP-Flag-OSYN
20,20,1,1703001300,20,20,0,1703001300,20,0,0,1703001300,20,0,0,1703001300,20,0,0,1703001300,20,0,0,1703001300,20,0,1703001300,1703001300,20,1,1703001300,1703001300,20,0,1703001300.0000000000,0,20,0,1703001300,0,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001300,20,0,0,1703001300,20,15857.482,1,1703001300,20,7928.741,0,1703001300,20,7928.741,1.00E-04,1703001300,20,1,0.000126123,1703001300,20,1,0.0001261234,1703001300,20,0.5,0.000126123,1703001300,Attack,Attack-TCP-Flag-OSYN
20,0,1,1703001300,20,0,0,1703001300,20,0,1,0,20,0,0,0,20,0,0,0,20,0,0,0,0,0,1703001300,0,0,1,1703001300,0,0,1,1703001300.0000000000,1703001300,0,0,1703001300,1703001300,Attack,Attack-TCP-Flag-OSYN
20,20,1,1703001300,20,20,0,1703001300,20,0,0,1703001300,20,0,0,1703001300,20,0,0,1703001300,20,0,0,1703001300,20,0,1703001300,1703001300,20,1,1703001300,1703001300,20,0,1703001300.0000000000,0,20,0,1703001300,0,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001300,20,0,0,1703001300,20,18850.805,1,1703001300,20,9425.402,0,1703001300,20,9425.402,1.00E-04,1703001300,20,1,0.000106096,1703001300,20,1,0.0001060963,1703001300,20,0.5,0.000106096,1703001300,Attack,Attack-TCP-Flag-OSYN
20,0,1,1703001300,20,0,0,1703001300,20,0,1,0,20,0,0,0,20,0,0,0,20,0,0,0,0,0,1703001300,0,0,1,1703001300,0,0,1,1703001300.0000000000,1703001300,0,0,1703001300,1703001300,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001500,20,0,0,1703001500,20,23831.273,1,1703001500,20,11915.637,0,1703001500,20,11915.637,1.00E-04,1703001500,20,1,8.39E-05,1703001500,20,1,0.0000839233,1703001500,20,0.5,8.39E-05,1703001500,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,0.0002,20,20,0.5,0.0002,20,1024,0.5,1703001500,20,0,0,1703001500,20,12282.003,1,1703001500,20,6141.0015,0,1703001500,20,6141.0015,0.0002,1703001500,20,1,0.00016284,1703001500,20,1,0.0001628399,1703001500,20,0.5,0.00016284,1703001500,Attack,Attack-TCP-Flag-OSYN
60,40,0.5,1.00E-04,40,40,0.5,1.00E-04,20,0,0.5,1703000800,30,0,0,1703000800,30,19239.926,1,1703000800,20,9619.963,0,1703000800,40,9619.963,1.00E-04,1703000800,40,1,0.000103951,1703000800,40,1,0.0001039505,1703000800,40,0.5,0.000103951,1703000800,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001500,20,0,0,1703001500,20,17549.389,1,1703001500,20,8774.694,0,1703001500,20,8774.694,1.00E-04,1703001500,20,1,0.000113964,1703001500,20,1,0.0001139641,1703001500,20,0.5,0.000113964,1703001500,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,0.0006,20,20,0.5,0.0006,20,1024,0.5,1703001500,20,0,0,1703001500,20,3101.149,1,1703001500,20,1550.5745,0,1703001500,20,1550.5745,0.0006,1703001500,20,1,0.000644922,1703001500,20,1,0.0006449223,1703001500,20,0.5,0.000644922,1703001500,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001500,20,0,0,1703001500,20,22192.084,1,1703001500,20,11096.042,0,1703001500,20,11096.042,1.00E-04,1703001500,20,1,9.01E-05,1703001500,20,1,0.0000901222,1703001500,20,0.5,9.01E-05,1703001500,Attack,Attack-TCP-Flag-OSYN
60,40,0.5,1.00E-04,40,40,0.5,1.00E-04,20,65535,0.5,1703001500,30,0,0,1703001500,30,25970.922,1,1703001500,20,12985.461,0,1703001500,40,12985.461,1.00E-04,1703001500,40,1,7.70E-05,1703001500,40,1,0.0000770092,1703001500,40,0.5,7.70E-05,1703001500,Attack,Attack-TCP-Flag-OSYN
60,40,0.5,1.00E-04,40,40,0.5,1.00E-04,20,65535,0.5,1703001500,30,0,0,1703001500,30,19239.926,1,1703001500,20,9619.963,0,1703001500,40,9619.963,1.00E-04,1703001500,40,1,0.000103951,1703001500,40,1,0.0001039505,1703001500,40,0.5,0.000103951,1703001500,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001500,20,0,0,1703001500,20,18682.87,1,1703001500,20,9341.435,0,1703001500,20,9341.435,1.00E-04,1703001500,20,1,0.00010705,1703001500,20,1,0.0001070499,1703001500,20,0.5,0.00010705,1703001500,Attack,Attack-TCP-Flag-OSYN
60,40,0.5,0.0002,40,40,0.5,0.0002,20,65535,0.5,1703001500,30,0,0,1703001500,30,12985.461,1,1703001500,20,6492.7305,0,1703001500,40,6492.7305,0.0002,1703001500,40,1,0.000154018,1703001500,40,1,0.0001540184,1703001500,40,0.5,0.000154018,1703001500,Attack,Attack-TCP-Flag-OSYN
60,40,0.5,0.0003,40,40,0.5,0.0003,20,65535,0.5,1703001500,30,0,0,1703001500,30,5936.736,1,1703001500,20,2968.368,0,1703001500,40,2968.368,0.0003,1703001500,40,1,0.000336885,1703001500,40,1,0.0003368855,1703001500,40,0.5,0.000336885,1703001500,Attack,Attack-TCP-Flag-OSYN
60,40,0.5,1.00E-04,40,40,0.5,1.00E-04,20,65535,0.5,1703001500,30,0,0,1703001500,30,26296.576,1,1703001500,20,13148.288,0,1703001500,40,13148.288,1.00E-04,1703001500,40,1,7.61E-05,1703001500,40,1,0.0000760555,1703001500,40,0.5,7.61E-05,1703001500,Attack,Attack-TCP-Flag-OSYN
60,40,0.5,1.00E-04,40,40,0.5,1.00E-04,20,65535,0.5,1703001500,30,0,0,1703001500,30,28630.06,1,1703001500,20,14315.03,0,1703001500,40,14315.03,1.00E-04,1703001500,40,1,6.99E-05,1703001500,40,1,0.0000698566,1703001500,40,0.5,6.99E-05,1703001500,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,0.0002,20,20,0.5,0.0002,20,1024,0.5,1703001600,20,0,0,1703001600,20,13315.251,1,1703001600,20,6657.6255,0,1703001600,20,6657.6255,0.0002,1703001600,20,1,0.000150204,1703001600,20,1,0.0001502037,1703001600,20,0.5,0.000150204,1703001600,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001600,20,0,0,1703001600,20,14388.693,1,1703001600,20,7194.3467,0,1703001600,20,7194.3467,1.00E-04,1703001600,20,1,0.000138998,1703001600,20,1,0.0001389980,1703001600,20,0.5,0.000138998,1703001600,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001600,20,0,0,1703001600,20,28926.234,1,1703001600,20,14463.117,0,1703001600,20,14463.117,1.00E-04,1703001600,20,1,6.91E-05,1703001600,20,1,0.0000691414,1703001600,20,0.5,6.91E-05,1703001600,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001600,20,0,0,1703001600,20,20661.596,1,1703001600,20,10330.798,0,1703001600,20,10330.798,1.00E-04,1703001600,20,1,9.68E-05,1703001600,20,1,0.0000967979,1703001600,20,0.5,9.68E-05,1703001600,Attack,Attack-TCP-Flag-OSYN
20,0,1,1703001600,20,0,0,1703001600,20,0,1,0,20,0,0,0,20,0,0,0,20,0,0,0,0,0,1703001600,0,0,1,1703001600,0,0,1,1703001600.0000000000,1703001600,0,0,1703001600,1703001600,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001600,20,0,0,1703001600,20,16677.152,1,1703001600,20,8338.576,0,1703001600,20,8338.576,1.00E-04,1703001600,20,1,0.000119925,1703001600,20,1,0.0001199245,1703001600,20,0.5,0.000119925,1703001600,Attack,Attack-TCP-Flag-OSYN
40,20,0.5,1.00E-04,20,20,0.5,1.00E-04,20,1024,0.5,1703001600,20,0,0,1703001600,20,24672.377,1,1703001600,20,12336.188,0,1703001600,20,12336.188,1.00E-04,1703001600,20,1,8.11E-05,1703001600,20,1,0.0000810623,1703001600,20,0.5,8.11E-05,1703001600,Attack,Attack-TCP-Flag-OSYN
