activity,bwd_init_win_bytes,bwd_packets_IAT_mode,bwd_packets_IAT_total,bwd_packets_rate,bwd_psh_flag_percentage_in_bwd_packets,bwd_rst_flag_counts,bwd_rst_flag_percentage_in_total,fwd_init_win_bytes,fwd_max_header_bytes,fwd_mean_header_bytes,fwd_median_header_bytes,fwd_min_header_bytes,fwd_mode_header_bytes,fwd_packets_IAT_max,fwd_packets_IAT_mean,fwd_packets_IAT_median,fwd_packets_IAT_min,fwd_packets_IAT_mode,fwd_packets_IAT_total,fwd_packets_rate,fwd_psh_flag_percentage_in_fwd_packets,fwd_syn_flag_percentage_in_fwd_packets,fwd_syn_flag_percentage_in_total,fwd_total_header_bytes,label,max_header_bytes,mean_header_bytes,median_header_bytes,min_header_bytes,mode_header_bytes,packet_IAT_max,packet_IAT_min,packet_IAT_total,packets_IAT_mean,packets_IAT_median,packets_IAT_mode,packets_rate,rst_flag_counts,rst_flag_percentage_in_total,syn_flag_percentage_in_total,total_header_bytes
Attack-TCP-Flag-OSYN,1200,0.0,0.0,0.0,0.0,0,0.0,1200,20,20.0,20.0,20,20.0,1703000600.0,1703000600.0,1703000600.0,1703000600.0,1703000600.0,1703000600.0,0.0,0.0,0.0,0.0,20,Attack,20,20.0,20.0,20,20.0,1703000600.0,1703000600.0,1703000600.0,1703000600.0,1703000600.0,1703000600.0,0.0,0,0.0,0.0,20
Attack-TCP-Flag-OSYN,0,0.00629767387,0.00629767387,1428.5114,0.0,1,0.04081632653,65535,24,24.0,24.0,24,24.0,1703000701.0,1703000701.0,1703000701.0,1703000701.0,1703000701.0,1703000701.0,1428.5114,0.0,0.04081632653,0.04081632653,24,Attack,24,22.0,22.0,20,20.0,8.010964e-05,4.009982e-05,0.00630766798,0.00630766798,0.0063,0.00628802038,1438.9116,1,0.04081632653,0.5,44
Attack-TCP-Flag-OSYN,12828,1702998400.0,1702998400.0,6181.5709,0.0,1,0.5,13172,28,28.0,28.0,28,28.0,1702998400.0,1702998400.0,1702998400.0,1702998400.0,1702998400.0,1702998400.0,6145.5622,0.0,1.0,0.5,28,Attack,28,24.0,24.0,20,20.0,0.000108964,0.000108964,0.000108964,0.000119,0.0001,0.0001,12327.133,1,0.5,0.5,48
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,1024,24,24.0,24.0,24,24.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,0.0,0.0,0.0,0.0,24,Attack,24,24.0,24.0,24,24.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,0.0,0,0.0,0.0,24
Attack-TCP-Flag-OSYN,16048,1.0503061,1.0503061,1.5071,0.0,1,0.2,14600,40,40.0,40.0,40,40.0,2.1009129,1.0504574,2.1009129,2.1009129,2.1009129,2.1009131,1.5972944,0.0,0.8,0.8,40,Attack,40,30.0,30.0,20,20.0,1.0504065,1.0504065,1.0504065,1.0504009999999999,0.0001,0.0001308488575303,3.1043992,1,0.20000000258823,0.8,60
Attack-TCP-Flag-OSYN,8193,4.0,47.0074,0.0,0.5,0,0.5,8581,20,19.9839,20.0094,20,20.0,19.0095,10.8019,11.0303,18.0091,8.5,17.0021,0.0209,0.25,0.25,0.25,40,Attack,20,20.0,20.0,20,20.0,22.0047,43.0047,42.0,36.0052,40.0043,40.0,0.0105,2,1.0,1.0,40
Attack-TCP-Flag-OSYN,0,3409999980.0,3409999980.0,5686.587,0.0,1,0.5,29420,32,32.0,32.0,32,32.0,3409999980.0,3409999980.0,3409999980.0,3409999980.0,3409999980.0,3409999980.0,5686.587,0.0,1.0,0.5,32,Attack,32,32.0,32.0,32,32.0,4.0061e-05,4.0061e-05,4.0061e-05,0.0004,0.0004,0.0004,11395.175,1,0.5,0.5,16
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,1200,20,20.0,20.0,20,20.0,1702999800.0,1702999800.0,1702999800.0,1702999800.0,1702999800.0,1702999800.0,0.0,0.0,0.0,0.0,20,Attack,20,20.0,20.0,20,20.0,1702999800.0,1702999800.0,1702999800.0,1702999800.0,1702999800.0,1702999800.0,0.0,1,1.0,0.0,20
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,62960,20,20.0,20.0,20,20.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,0.0,0.0,0.0,0.0,20,Attack,20,20.0,20.0,20,20.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,0.0,0,0.0,0.0,20
Attack-TCP-Flag-OSYN,25600,0.0013,24.03416,2.0855,0.0,1,0.5,25600,40,37.0,40.0,40,40.0,1.0037,1.0036,1.0037,1.0037,1.0037,1.0036,2.0355,0.0,0.0,0.5,148,Attack,40,31.0,40.0,20,40.0,7.0016,1.0091,26.04096,3.0021,3.0047,2.9987,4.1251,0,0.5,0.5,244
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,1025,24,24.0,24.0,24,24.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,0.0,0.0,0.0,0.0,24,Attack,24,24.0,24.0,24,24.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,0.0,0,0.0,0.0,24
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,1024,20,20.0,20.0,20,20.0,1703001000.0,1703001000.0,1703001000.0,1703001000.0,1703001000.0,1703001000.0,0.0,0.0,1.0,1.0,20,Attack,20,20.0,20.0,20,20.0,1703001000.0,1703001000.0,1703001000.0,1703001000.0,1703001000.0,1703001000.0,0.0,0,0.0,1.0,20
Attack-TCP-Flag-OSYN,3846,9.0237,28.02187,0.6072,0.0,3,0.38015857,23480,50,33.6647,33.6664,17.9999,17.9999,21.01002,28.0224,22.0174,22.01202,22.02202,24.04405,0.4166,0.0,0.0,0.60984149,90,Attack,40,30.0001,30.0001,20,20.0,38.01505,22.02203,24.02905,26.0612,26.0114,26.0114,1.0238,3,0.38015857,0.60984149,220
Attack-TCP-Flag-OSYN,14020,0.01070088,0.01070088,4.0513325,0.0,1,0.25,14600,20,20.0,20.0,20,20.0,0.03010168,0.05340138,0.03010168,0.0228004,0.03010168,0.05340138,4.0513325,0.0,0.0,0.0,20,Attack,20,18.0,18.0,16,18.0,0.03010168,0.0228004,0.05340138,0.0125,0.0125,0.0125,8.102668,1,0.25,0.75,36
Attack-TCP-Flag-OSYN,0,8.22,48,0.85068,0,0,0.142,1024,32,30.95,40.93,32,4.79,5.41,4.4,4.98,3.08,5.41,7,0.20891,0,0,0.444,56,Attack,40,34.01,36.11,40,40,62.06,33.04,48,45.88,33.04,9.17,1.0599,1,0.156,0.718,68
Attack-TCP-Flag-OSYN,0,0.00580013,0.0058,3.1474,0.0,1,0.5,8192,32,32.0,32.0,32,32.0,5.96493,2.9535,1.89565,0.0401,1.89565,9.9115,1.5939,0.0,1.0,0.5,32,Attack,32,32.0,32.0,32,32.0,0.00222623,0.0022257,0.00222569,0.0022,0.0022,0.0021,3.1459,1,0.5,0.5,64
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,1200,24,24.0,24.0,24,24.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,0.0,0.0,0.0,0.0,24,Attack,24,24.0,24.0,24,24.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,0.0,0,0.0,0.0,24
Attack-TCP-Flag-OSYN,0,4.0,4.0,0.0,0.0,1,1.0,2920,4,4.0,4.0,4,4.0,4.0,4.0001,4.0,4.0,4.0,4.0,0.9986,0.0,0.0,0.0,4,Attack,20,20.0,20.0,20,20.0,4.0,4.0,4.0,4.0001,4.0001,4.0001,0.9986,1,1.0,0.0,4
Attack-TCP-Flag-OSYN,8192,1703001200.0,1703001200.0,0.0,0.0,1,1.0,8192,24,24.0,24.0,24,24.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,0.0,0.0,0.0,0.0,24,Attack,24,24.0,24.0,24,24.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,0.0,1,1.0,0.0,24
Attack-TCP-Flag-OSYN,9830,17.0,18.0108,1.0052,0.0,1,0.2,29330,40,40.0,40.0,40,40.0,3.0004,4.0005,5.001,3.0004,2.005,9.005,0.9782,0.0,1.0,0.8,40,Attack,40,30.0,30.0,20,20.0,1.0012,22.0007,27.0021,15.0007,30.0,1.0,1.9834,1,0.2,0.8,60
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,1027,28,28.0,28.0,28,28.0,1703001100.0,1703001100.0,1703001100.0,1703001100.0,1703001100.0,1703001100.0,0.0,0.0,1.0,1.0,28,Attack,28,28.0,28.0,28,28.0,1703001100.0,1703001100.0,1703001100.0,1703001100.0,1703001100.0,1703001100.0,0.0,0,0.0,1.0,28
Attack-TCP-Flag-OSYN,0,1703001200.0,1703001200.0,7307.047,0.0,0,0.0,29200,24,24.0,24.0,24,24.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,7207.047,0.0,0.0,0.0,24,Attack,24,24.0,24.0,24,24.0,0.0001160628,0.0001160628,0.0001160628,0.0001,0.0001,0.0001,14454.094,0,0.0,0.0,24
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,0,20,20.0,20.0,20,20.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,0.0,0.0,0.0,0.0,20,Attack,20,20.0,20.0,20,20.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,0.0,1,1.0,0.0,20
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,14428,20,20.0,20.0,20,20.0,1703000400.0,1703000400.0,1703000400.0,1703000400.0,1703000400.0,1703000400.0,10.142507,0.0,1.0,1.0,20,Attack,20,20.0,20.0,20,20.0,1703000400.0,1703000400.0,1703000400.0,1703000400.0,1703000400.0,1703000400.0,10.142507,0,0.0,1.0,40
Attack-TCP-Flag-OSYN,1460,4.0152,4.021,1.7435,0.0,1,0.09235923,8580,52.0072,32.0023,37.0301,17.0112,0.0000611,1045111.54,1045111.55,1045149.43,20166.1426,1045111.535,199982.86,95.38145,0.11177796,,0.1117779,40,Attack,32,29.9999,29.9955,20,32,7.0131441,0.0017189,0.0017189,0.0018,0.0017,0.0017,1.8381,1,0.1227278,0.0,260
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,0,20,20.0,20.0,20,20.0,1703000300.0,1703000300.0,1703000300.0,1703000300.0,1703000300.0,1703000300.0,0.0,0.0,0.0,0.0,20,Attack,20,20.0,20.0,20,20.0,1703000300.0,1703000300.0,1703000300.0,1703000300.0,1703000300.0,1703000300.0,0.0,0,0.0,0.0,20
Attack-TCP-Flag-OSYN,1025,1703000406.4,1703000406.4,26335.399,0.0,0,0.0,8192,28,28.0,28.0,28,28.0,1703001000.0,1703001000.0,1703001000.0,1703001000.0,1703001000.0,1703001000.0,8.02,0.0,1.0,1.0,28,Attack,28,24.0,24.0,20,20.0,0.010124,0.010124,9.9550245e-05,2.0249834e-04,0.0001,8.1239954e-05,26343.419,0,0.0,1.0,48
Attack-TCP-Flag-OSYN,4919,5.0157,12.0158,0.0014,0.05087939,22,0.21876,32791,40,20.8758,40.0,20,0.0,1703992.0103,2999995.0031,1703887.0096,1703831.0081,1703801.0037,3004003.0037,4.0074,0.00017648,0.21874653,0.21875,140,Attack,40,40.0,40.0,20,20.0,4.015599,4.006509,5.0279,22.11322,3.0047,0.0019,0.0,2,0.0625,0.4375,240
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,1022,24,24.0,24.0,24,24.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,0.0,0.0,0.0,0.0,24,Attack,24,24.0,24.0,24,24.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,0.0,0,0.0,0.0,24
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,8192,20,20.0,20.0,20,20.0,1703001300.0,1703001300.0,1703001300.0,1703001300.0,1703001300.0,1703001300.0,0.0,0.0,1.0,1.0,20,Attack,20,20.0,20.0,20,20.0,1703001300.0,1703001300.0,1703001300.0,1703001300.0,1703001300.0,1703001300.0,0.0,0,0.0,1.0,20
Attack-TCP-Flag-OSYN,24344,2.0034,3.0038,41.6691,0.0,1,0.25,29224,40,40.0,40.0,40,40.0,1713000200.0,1713000200.0117,1713000200.0,1713000200.0,1713000200.0,1713000200.0,193.444,0.0,1.0,0.25,40,Attack,40,30.0,30.0,20,20.0,0.00013007,0.00013604,0.00013007,7.1133,0.0,0.0001,235.113,1,0.25,0.5,60
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,1024,0,0.0,0.0,0,0.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,0.0,0.0,0.0,0.0,0,Attack,28,28.0,28.0,28,28.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,0.0,1,1.0,0.0,28
Attack-TCP-Flag-OSYN,1025,3.0072,3.0072,0.1955,0.0,1,0.2,65535,40,40.0,40.0,40,40.0,2.0012,2.0012,2.0012,2.0012,2.0012,2.0012,0.1955,0.0,0.0,0.0,40,Attack,40,30.0,30.0,20,20.0,21.0035,0.0017,5.0084,5.0084,2.0003,0.0,0.3909,1,0.2,0.8,120
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,65535,20,20.0,20.0,20,20.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,0.0,0.0,1.0,1.0,20,Attack,20,20.0,20.0,20,20.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,1703000100.0,0.0,0,0.0,1.0,20
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,64240,20,20.0,20.0,20,20.0,1703000300.0,1703000300.0,1703000300.0,1703000300.0,1703000300.0,1703000300.0,0.0,0.0,0.0,0.0,20,Attack,20,20.0,20.0,20,20.0,1703000300.0,1703000300.0,1703000300.0,1703000300.0,1703000300.0,1703000300.0,0.0,1,1.0,0.0,20
Attack-TCP-Flag-OSYN,0,0.0160,2.9699,1.4691,0.0,1,0.3125,1800,10,20.0,10.0,10,10.0,4.0217,1.0230,1.0107,1.0366,1.0256,1.0348,1.4691,0.0,0.0,0.0,20,Attack,32,28.0,32.0,20,20.0,4.0225,1.0238,3.9956,1.0107,1.0107,1.0179,2.9619,2,0.3125,0.1875,92
Attack-TCP-Flag-OSYN,0,1703000400.0,1703000400.0,8747.387,0.0,0,0.0,1024,20,20.0,20.0,20,20.0,1703000400.0,1703000400.0,1703000400.0,1703000400.0,1703000400.0,1703000400.0,8747.387,0.0,0.0,0.0,20,Attack,20,20.0,20.0,20,20.0,9.1986e-05,9.1986e-05,9.1986e-05,0.0001,0.0001,0.0001,17452.774,0,0.0,0.0,20
Attack-TCP-Flag-OSYN,0,1703000300.0,1703000300.0,9313.258,0.0,1,0.5,1200,24,24.0,24.0,24,24.0,1703000300.0,1703000300.0,1703000300.0,1703000300.0,1703000300.0,1703000300.0,9313.258,0.0,0.0,0.0,24,Attack,24,22.0,22.0,20,20.0,0.00010793159,0.00010793159,0.00010793159,0.00010793,0.0,0.00010793,18588.513,1,0.5,0.5,44
Attack-TCP-Flag-OSYN,320,0.0,0.0216,19.873,0.0,1,0.25,960,40,40.0,40.0,40,40.0,1354005900.0018,1354005900.0018,1702999926.0009,1354005900.0018,1702999926.0009,1703001000.0016,20.625,0.0,1.0,0.5,40,Attack,40,40.0,40.0,20,40.0,0.0216,0.0216,0.0216,0.0223,0.0126,0.0126,32.199,1,0.25,0.75,80
Attack-TCP-Flag-OSYN,0,8.9791,8.9959,0.0,0.0,1,0.14384615,14704,40,40.0,40.0,40,40.0,1.7070016,2.011,2.011,0.30399994,2.00985007,2.01100001,0.0,0.0,1.0,0.85715385,40,Attack,40,30.0,30.0,20,20.0,9.998850000000021e-05,0.000107,0.0017,0.04,0.04016665,0.03985932,50.99991,1,0.14384615,0.85715385,60
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1703000500.0,1703000500.0,1703000500.0,1703000500.0,1703000500.0,1703000500.0,0.0,0.0,0.0,0.0,0.0,Attack,0.0,0.0,0.0,0.0,0.0,1703000500.0,1703000500.0,1703000500.0,1703000500.0,1703000500.0,1703000500.0,0.0,1,1.0,0.0,0
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,65535,24,24.0,24.0,24,24.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,0.0,0.0,1.0,1.0,24,Attack,24,24.0,24.0,24,24.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,0.0,0,0.0,1.0,24
Attack-TCP-Flag-OSYN,0,1703001600.0,1703001600.0,0.0,0.0,0,0.0,1024,24,24.0,24.0,24,24.0,1703001600.0,1703001600.0,1703001600.0,1703001600.0,1703001600.0,1703001600.0,12711.227,0.0,1.0,1.0,24,Attack,24,24.0,24.0,24,24.0,0.00020639955,0.00020639955,0.00020639955,0.0002,0.0002,0.0002,12711.227,0,0.0,1.0,24
Attack-TCP-Flag-OSYN,8000,0.9983,1.0016,0.989,0.06250007,11,0.1238816,11000,40,32.0,32,28,32,1990000.002,1990000.0018,1990000.001,1990000.002,1990000.0,1990000.002,2.123,0.06157097,0.51397024,0.51397024,92,Attack,40,26.33333285,26,20,25,1.0016,1.0016,1.0016,1.0016,1.0016,1.0016,2.012,11,0.15382346,0.51397024,248
Attack-TCP-Flag-OSYN,81920,16.0335,28.0049,1.1089,0.0,1,0.16666665,14704,20,20.0,20.0,20,20.0,10.0611,10.0611,10.0611,10.0611,10.0611,10.0611,0.1784,0.0,0.0,0.0,20,Attack,20,22.0,22.0,20,20.0,18.0475,2.0005,38.0660,3.0135,3.0119,2.0109,1.297,2,0.25,0.25,44
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,8192,20,20.0,20.0,20,20.0,1702999800.0,1702999800.0,1702999800.0,1702999800.0,1702999800.0,1702999800.0,0.0,0.0,1.0,1.0,20,Attack,20,20.0,20.0,20,20.0,1702999800.0,1702999800.0,1702999800.0,1702999800.0,1702999800.0,1702999800.0,0.0,0,0.0,1.0,20
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,1024,24,24.0,24.0,24,24.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,0.0,0.0,0.0,0.0,24,Attack,24,24.0,24.0,24,24.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,0.0,0,0.0,0.0,24
Attack-TCP-Flag-OSYN,0,1703001200.0,1703001200.0,12404.144,0.0,1,0.125,29040,28,28.0,28.0,28,28.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,0.0,0.0,1.0,0.875,28,Attack,28,24.0,24.0,20,20.0,0.00019277498,0.00019277498,0.00019277498,0.0002,0.0002,0.0002,12404.144,1,0.125,0.875,48
Attack-TCP-Flag-OSYN,0,1703000200.0,1703000300.0071,6434.3,0.0,1,1.0,8192,24,24.0,24.0,24,24.0,1703000900.04,1703000900.026,1703000900.04,1703000900.04,1703000900.04,1703000900.04,0.0,0.0,0.0,0.0,24,Attack,24,24.0,24.0,24,24.0,4.153,0.0017,4.153005,0.0017183,0.0017,0.0017,1288.5,1,1.0,0.0,24
Attack-TCP-Flag-OSYN,0,1703001200.0,1703001200.0,11259.098,0.0,1,0.5,65535,32,32.0,32.0,32,32.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,1703001200.0,11259.098,0.0,1.0,0.5,32,Attack,32,32.0,32.0,32,32.0,8.0049952e-05,8.0049952e-05,8.0049952e-05,0.00011825524,0.0001,0.00010459087,22518.195,1,0.5,0.5,64
Attack-TCP-Flag-OSYN,29048,1703001100.0,1703001100.0,0.0124,0.0,1,0.5,1024,20,20.0,20.0,20,20.0,1703001100.0,1703001100.0,1703001100.0,1703001100.0,1703001100.0,1703001100.0,0.0124,0.0,1.0,0.5,20,Attack,20,20.0,20.0,20,20.0,8.00014413e-05,8.00014413e-05,8.00014413e-05,0.0002,0.0002,0.0002,0.0248,1,0.5,0.5,40
Attack-TCP-Flag-OSYN,0,0.0,0.0,0.0,0.0,0,0.0,1023,20,20.0,20.0,20,20.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,0.0,0.0,1.0,1.0,20,Attack,20,20.0,20.0,20,20.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,1702999900.0,0.0,0,0.0,1.0,20
Attack-TCP-Flag-OSYN,0,1703000000.0,1703000000.0,8381.0,0.0,1,0.375,29120,32,32.0,32.0,32,32.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,1703000000.0,8381.0,0.0,1.0,0.5,32,Attack,32,26.0,26.0,20,20.0,0.00010285193,0.00010285193,0.00010285193,0.0001,0.0001,0.0001,22042.998,2,0.375,0.625,52
Attack-TCP-Flag-OSYN,0,1703001000.0,1703001000.0,0.0,0.0,1,1.0,65535,20,20.0,20.0,20,20.0,1703001000.0,1703001000.0,1703001000.0,1703001000.0,1703001000.0,1703001000.0,0.0,0.0,0.0,0.0,20,Attack,20,20.0,20.0,20,20.0,1703001000.0,1703001000.0,1703001000.0,1703001000.0,1703001000.0,1703001000.0,0.0,1,1.0,0.0,20
Attack-TCP-Flag-OSYN,11000,1.0167,26.0481,0.0028,0.0,0,0.0,40,40,40.0,40.0,40,40.0,1.0027,3.5006,1.0011,1.0011,0.0005,6.0012,1.9893,0.0,1.0,0.8,40,Attack,40,40.0,40.0,40,40.0,1.0033,0.0024,23.0416,12.0329,8.0002,0.0024,1.9891,1,0.2,0.8,120
Attack-TCP-Flag-OSYN,1230,0.0036,0.0242,2.0978,0.0,1,0.16666666,29491,40,40.0,40.0,40,40.0,0.009,0.0099,0.0099,0.0099,0.0099,0.0242,4.6065,0.0,1.0,0.33333334,40,Attack,40,30.0,30.0,20,40.0,0.009,0.0036,0.0242,0.0035968,0.0036,0.0036,6.7042,1,0.16666666,0.33333334,60
